eNB,TotCell Intervals,Context Drop Rate Den,Context Drop Rate Num,MaxNum VoIP Bear Per Cell,Context Drop NoDS1noEPC Rate Num,Context Drop NoDS1noEPC Rate Den,Context Drop NoDS1noEPC Rate,Data ERAB Drop Rate Num,Data ERAB Drop Rate Den,Data ERAB Drop Rate,Data ERAB Drop NoDS1noSGW Rate Num,Data ERAB Drop NoDS1noSGW Rate Den,Data ERAB Drop NoDS1noSGW Rate,RRC Connection Failure Rate Num,RRC Connection Failure Rate Den,RRC Connection Failure Rate,UE Context Setup Failure Rate Num,UE Context Setup Failure Rate Den,UE Context Setup Failure Rate,Data ERAB Setup Failure Rate Num,Data ERAB Setup Failure Rate Den,Data ERAB Setup Failure Rate,Ave RRC Connected Users Num,Ave RRC Connected Users Den,Ave RRC Connected Users,Max RRC Connected Users,DLBurst User TPUT Mbps Num,DLBurst User TPUT Mbps Den,DLBurst User TPUT Mbps,ULBurst User TPUT Mbps Num,ULBurst User TPUT Mbps Den,ULBurst User TPUT Mbps,Intra eNB Total HOFailure Rate Num,Intra eNB Total HOFailure Rate,Intra eNB Total HOFailure xIFLB Rate Num,Intra eNB Total HOFailure xIFLB Rate,X2 Total Handover Failure Rate Num,X2 Total Handover Failure Rate Den,X2 Total Handover Failure Rate,X2 Total Handover Failure 15 1 Rate Num,X2 Total Handover Failure 15 1 Rate Den,X2 Total Handover Failure 15 1 Rate,S1 interface Handover Failure Rate Num,VoLTE ERAB Setup Failure Rate Num,VoLTE ERAB Setup Failure Rate,VoLTE ERAB Drop Rate Num,VoLTE ERAB Drop Rate Den,VoLTE ERAB Drop Rate,VoLTE ERAB Drop NoDS1noPS Rate Num,VoLTE ERAB Drop NoDS1noPS Rate Den,VoLTE ERAB Drop NoDS1noPS Rate,VoLTE HO Failure Rate Num,VoLTE HO Failure Rate Den,AveNum VoIP Bear Per Cell Num,AveNum VoIP Bear Per Cell,Context Drop Rate
132639_RIVERCHASE,24,35411,102,14.26444444,14,35411,0.0004,169,65580,0.0026,5.32411405,65580,0.0001,4,33773,0.0001,6,32425,0.0002,11,65591,0.0002,519194,21600,24.04,232,41240528,4709677,8.76,5556776,4600507,1.21,1,0.0027,2,0.0063,10,1225,0.0082,13,1225,0.0106,0,0,0,0,462,0,0,462,0,6,257,320,0,0.0029
132639_RIVERCHASE,24,32749,61,18.06333333,5,32749,0.0002,107,60607,0.0018,2.508555961,60607,0,10,31132,0.0003,5,29870,0.0002,12,60619,0.0002,497548,21600,23.03,217,39682320,4132841,9.6,5209760,4696790,1.11,2,0.0068,2,0.0077,9,1291,0.007,12,1291,0.0093,0,0,0,2,497,0.004,0,497,0,5,262,395,0,0.0019
132639_RIVERCHASE,24,31468,67,15.66666667,8,31468,0.0003,125,58543,0.0021,10.919023,58543,0.0002,17,30066,0.0006,4,28870,0.0001,8,58549,0.0001,474417,21600,21.96,220,38358000,4176562,9.18,5729072,4693210,1.22,0,0,0,0,7,1108,0.0063,9,1108,0.0081,0,0,0,0,417,0,0,417,0,3,252,321,0,0.0021
132639_RIVERCHASE,18,26614,61,12.52222222,15,26614,0.0006,609,48227,0.0126,516.5948456,48227,0.0107,11,25085,0.0004,2,23897,0.0001,9,48234,0.0002,410581,16200,25.34,246,39615600,4110235,9.64,5342416,3767922,1.42,0,0,1,0.0037,10,1125,0.0089,15,1125,0.0133,0,0,0,15,321,0.0467,14,321,0.0436,7,205,343,0,0.0023
132639_RIVERCHASE,24,41933,94,17.85555556,16,41933,0.0004,172,76079,0.0023,22.40969951,76079,0.0003,17,39130,0.0004,4,37651,0.0001,8,76085,0.0001,659308,21600,30.52,302,83218240,11415356,7.29,9435976,6580177,1.43,0,0,0,0,19,2108,0.009,23,2108,0.0109,0,1,0.0018,1,521,0.0019,1,521,0.0019,7,333,707,0,0.0022
132639_RIVERCHASE,24,44380,52,19.92333333,6,44380,0.0001,86,80538,0.0011,8.234703047,80538,0.0001,13,41170,0.0003,4,39674,0.0001,8,80544,0.0001,654510,21600,30.3,290,70606272,9603694,7.35,7223016,5362953,1.35,0,0,1,0.0017,15,2341,0.0064,21,2341,0.009,0,0,0,3,568,0.0053,2,568,0.0035,17,328,825,0,0.0012
132639_RIVERCHASE,24,42408,32,15.90333333,4,42408,0.0001,59,78116,0.0008,5.711085258,78116,0.0001,6,39961,0.0002,0,38574,0,1,78117,0,618122,21600,28.62,278,64792264,8369961,7.74,27193768,6393919,4.25,1,0.0021,1,0.0022,12,1760,0.0068,16,1760,0.0091,0,0,0,2,408,0.0049,0,408,0,14,288,667,0,0.0008
132639_RIVERCHASE,24,41879,34,10.59666667,6,41879,0.0001,67,79104,0.0008,12.73481005,79104,0.0002,0,40339,0,0,39200,0,1,79105,0,599872,21600,27.77,262,76197152,10039367,7.59,18791016,6390736,2.94,0,0,1,0.0031,6,1014,0.0059,10,1014,0.0099,0,0,0,2,336,0.006,0,336,0,8,238,358,0,0.0008
132639_RIVERCHASE,24,41056,29,9.5,7,41056,0.0002,53,78093,0.0007,9.785860081,78093,0.0001,2,39697,0.0001,2,38694,0.0001,5,78098,0.0001,581261,21600,26.91,262,99475224,12905163,7.71,10622072,7208418,1.47,0,0,1,0.0039,14,897,0.0156,16,897,0.0178,0,0,0,2,284,0.007,1,284,0.0035,6,201,332,0,0.0007
132639_RIVERCHASE,24,37353,32,7.798888889,5,37353,0.0001,51,72351,0.0007,4.622744502,72351,0.0001,1,36629,0,0,35792,0,0,72349,0,516580,21600,23.92,222,102123752,12430867,8.22,8023424,4461940,1.8,1,0.0053,1,0.0055,6,486,0.0123,7,486,0.0144,0,0,0,0,152,0,0,152,0,2,160,144,0,0.0009
132639_RIVERCHASE,24,32331,31,5.404444444,2,32331,0.0001,51,63111,0.0008,3.947097056,63111,0.0001,5,31847,0.0002,1,31071,0,4,63115,0.0001,411040,21600,19.03,216,67893344,5356831,12.67,6449872,2729281,2.36,0,0,0,0,2,262,0.0076,3,262,0.0115,0,0,0,1,73,0.0137,0,73,0,1,113,100,0,0.001
132639_RIVERCHASE,24,27085,35,3.651111111,6,27085,0.0002,56,52933,0.0011,6.126975731,52933,0.0001,5,26871,0.0002,3,26219,0.0001,5,52936,0.0001,306179,21600,14.17,155,47577672,3182451,14.95,3439272,1777604,1.93,0,0,0,0,2,134,0.0149,2,134,0.0149,0,0,0,0,32,0,0,32,0,0,58,43,0,0.0013
132639_RIVERCHASE,6,4808,27,2,0,4784,0,6,9280,0.0006,0,9280,0,0,4787,0,0,4667,0,0,9280,0,42492,5394,7.88,91,3337318408,140107000,23.82,228097480,239238000,0.95,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,1165,0.22,0.0056
132639_RIVERCHASE,13,9674,60,2,0,9627,0,24,17773,0.0014,0,17773,0,0,9645,0,1,8918,0.0001,2,17775,0.0001,75586,10138,7.46,118,6360412432,232332000,27.38,1042504488,479025000,2.18,0,0,0,0,0,19,0,0,19,0,0,0,0,0,3,0,0,3,0,0,1,632,0.06,0.0062
132639_RIVERCHASE,24,18953,121,2,1,18865,0.0001,63,35790,0.0018,2,35790,0.0001,1,18873,0.0001,1,17925,0.0001,2,35792,0.0001,153126,19703,7.77,107,10780075680,358368000,30.08,1730552808,1203010000,1.44,0,0,0,0,0,40,0,0,40,0,0,0,0,0,8,0,0,8,0,0,2,529,0.03,0.0064
132639_RIVERCHASE,12,12024,53,2,0,11977,0,11,23177,0.0005,0,23177,0,3,11894,0.0003,0,11561,0,0,23177,0,105642,10800,9.78,119,9276770088,397852000,23.32,779970736,1004065000,0.78,0,0,0,0,2,116,0.0172,2,116,0.0172,0,0,0,0,16,0,0,16,0,0,14,3215,0.3,0.0044
132639_RIVERCHASE,24,30309,141,5,0,30209,0,71,57343,0.0012,0,57343,0,0,29484,0,1,28548,0,1,57344,0,310478,21600,14.37,170,39260283920,3180495000,12.34,3498948504,4838926000,0.72,0,0,0,0,9,611,0.0147,9,611,0.0147,0,0,0,0,70,0,0,70,0,1,64,17803,0.82,0.0047
132639_RIVERCHASE,24,42659,232,11,4,42526,0.0001,181,78106,0.0023,8,78106,0.0001,2,39986,0.0001,2,38653,0.0001,4,78110,0.0001,501136,21597,23.2,247,50915953880,5728752000,8.89,5386701760,9703167000,0.56,0,0,0,0,25,2096,0.0119,25,2096,0.0119,0,0,0,4,265,0.0151,0,265,0,2,316,66664,3.09,0.0054
132639_RIVERCHASE,24,36952,329,15,12,36748,0.0003,231,66527,0.0035,21,66527,0.0003,15,34466,0.0004,2,33110,0.0001,4,66531,0.0001,518708,21600,24.01,256,43021363936,4135338000,10.4,6640301984,10459892000,0.63,0,0,0,0,19,2074,0.0092,19,2074,0.0092,0,0,0,7,363,0.0193,0,363,0,2,498,125940,5.83,0.0089
132639_RIVERCHASE,24,30636,292,16,13,30458,0.0004,201,55611,0.0036,21,55611,0.0004,6,28853,0.0002,3,27681,0.0001,5,55616,0.0001,454582,21597,21.05,217,41073567448,3580412000,11.47,6486050664,9996660000,0.65,1,0.004,1,0.004,10,1385,0.0072,10,1385,0.0072,0,0,0,8,384,0.0208,0,384,0,3,422,133027,6.16,0.0095
132639_RIVERCHASE,18,22194,225,15,4,22043,0.0002,132,41245,0.0032,7,41245,0.0002,4,21165,0.0002,3,20399,0.0001,6,41251,0.0001,333117,16200,20.56,204,16104832568,1529860000,10.53,6639856200,7300588000,0.91,1,0.0062,1,0.0062,9,815,0.011,9,815,0.011,0,0,0,5,293,0.0171,0,293,0,3,236,98093,6.06,0.0101
132658_WATAUGA,24,30597,7,2.984444444,0,30597,0,12,59124,0.0002,0.030346663,59124,0,1,30327,0,0,29580,0,4,59128,0.0001,331175,21600,15.33,213,40631040,3412223,11.91,3956224,4125271,0.96,0,0,0,0,47,325,0.1446,47,325,0.1446,0,0,0,0,24,0,0,24,0,0,51,23,0,0.0002
132658_WATAUGA,18,18753,5,1.512222222,2,18753,0.0001,6,36241,0.0002,3,36241,0.0001,0,18681,0,0,18209,0,0,36241,0,167145,16200,10.32,124,21276448,1267992,16.78,1262824,1261219,1,0,0,0,0,3,115,0.0261,3,115,0.0261,0,0,0,0,13,0,0,13,0,0,13,9,0,0.0003
132658_WATAUGA,24,25029,6,0.428888889,3,25029,0.0001,11,48263,0.0002,5.016731882,48263,0.0001,2,24924,0.0001,0,24136,0,0,48263,0,229514,21600,10.63,129,36348376,2159066,16.84,2576576,2535847,1.02,0,0,0,0,0,143,0,0,143,0,0,0,0,0,3,0,0,3,0,0,8,3,0,0.0002
132658_WATAUGA,24,25072,3,0.077777778,0,25072,0,5,48592,0.0001,0.026064844,48592,0,2,24992,0.0001,0,24382,0,0,48592,0,231303,21600,10.71,132,18258272,1309907,13.94,1955584,1928367,1.01,0,0,0,0,1,113,0.0088,1,113,0.0088,0,0,0,0,2,0,0,2,0,0,4,3,0.02,0.0001
132658_WATAUGA,24,24595,12,0.487777778,2,24595,0.0001,20,47765,0.0004,3.009517896,47765,0.0001,1,24496,0,0,23901,0,0,47765,0,222736,21600,10.31,122,11577416,805026,14.38,2320896,1783025,1.3,0,0,0,0,0,133,0,0,133,0,0,0,0,0,11,0,0,11,0,0,8,1,0,0.0005
132658_WATAUGA,24,25932,12,0.766666667,3,25932,0.0001,21,50129,0.0004,3.010416538,50129,0.0001,1,25665,0,0,25009,0,0,50129,0,241795,21600,11.19,132,24040680,1321531,18.19,2841296,2727093,1.04,0,0,0,0,1,224,0.0045,1,224,0.0045,0,0,0,0,14,0,0,14,0,1,17,14,0.01,0.0005
132658_WATAUGA,24,30710,29,1.934444444,6,30710,0.0002,54,58293,0.0009,10.70332481,58293,0.0002,8,29920,0.0003,0,29038,0,0,58293,0,310072,21600,14.36,163,29918368,2430506,12.31,2809304,3238455,0.87,0,0,0,0,5,717,0.007,7,717,0.0098,0,0,0,0,68,0,0,68,0,1,47,68,0.01,0.0009
132658_WATAUGA,24,34309,41,6.172222222,9,34309,0.0003,68,63351,0.0011,8.033954048,63351,0.0001,13,32613,0.0004,2,31642,0.0001,4,63355,0.0001,388034,21600,17.96,196,50685216,4935598,10.27,5106448,5198942,0.98,0,0,0,0,6,1495,0.004,8,1495,0.0054,0,0,0,0,140,0,0,140,0,3,79,205,0.01,0.0012
132658_WATAUGA,24,33029,27,7.8,5,33029,0.0002,48,61332,0.0008,7.079159648,61332,0.0001,8,31411,0.0003,1,30540,0,3,61335,0,426101,21600,19.73,196,62872240,5136204,12.24,6441120,6266634,1.03,0,0,0,0,14,1485,0.0094,14,1485,0.0094,0,1,0.005,1,195,0.0051,0,195,0,4,121,218,0,0.0008
132658_WATAUGA,24,32360,33,10.26666667,5,32360,0.0002,56,60586,0.0009,7.040448038,60586,0.0001,16,30920,0.0005,5,30040,0.0002,11,60597,0.0002,418756,21600,19.39,194,41746792,4261515,9.8,4712152,5718739,0.82,0,0,0,0,11,1321,0.0083,12,1321,0.0091,0,0,0,0,230,0,0,230,0,2,143,249,0,0.001
132658_WATAUGA,24,33569,48,10.34333333,9,33569,0.0003,80,63516,0.0013,11.07045341,63516,0.0002,15,32130,0.0005,2,31306,0.0001,5,63521,0.0001,420139,21600,19.45,195,53189480,4466845,11.91,7217360,5725071,1.26,0,0,0,0,4,1284,0.0031,5,1284,0.0039,0,0,0,1,239,0.0042,0,239,0,3,141,222,0,0.0014
132658_WATAUGA,24,34078,39,10.59777778,9,34078,0.0003,74,63831,0.0012,18.92426096,63831,0.0003,12,32429,0.0004,5,31662,0.0002,7,63836,0.0001,461389,21600,21.36,214,47191832,4612976,10.23,8438936,6931865,1.22,0,0,1,0.0033,9,1421,0.0063,10,1421,0.007,0,0,0,0,274,0,0,274,0,5,175,291,0,0.0011
132658_WATAUGA,24,35648,51,13.27666667,4,35648,0.0001,86,66955,0.0013,5.798254502,66955,0.0001,19,33880,0.0006,1,33058,0,2,66957,0,475697,21600,22.02,212,64783264,6767015,9.57,6292520,6800587,0.93,0,0,0,0,12,1545,0.0078,13,1545,0.0084,0,0,0,0,349,0,0,349,0,2,181,347,0,0.0014
132658_WATAUGA,24,38220,51,13.84222222,10,38220,0.0003,95,71416,0.0013,14.86425441,71416,0.0002,14,36168,0.0004,2,35340,0.0001,4,71420,0.0001,501947,21600,23.24,228,92428616,7486728,12.35,7264736,7693115,0.94,0,0,1,0.0029,11,1621,0.0068,14,1621,0.0086,0,0,0,0,364,0,0,364,0,4,194,342,0,0.0013
132658_WATAUGA,24,37490,26,10.21555556,7,37490,0.0002,47,69047,0.0007,9.307252731,69047,0.0001,5,35277,0.0001,1,34392,0,3,69050,0,501007,21600,23.19,230,70030448,6759532,10.36,6497760,6887119,0.94,1,0.0024,1,0.0027,20,1977,0.0101,24,1977,0.0121,0,0,0,2,322,0.0062,0,322,0,1,194,383,0,0.0007
132658_WATAUGA,24,43033,36,11.92,8,43033,0.0002,62,78718,0.0008,9.923416547,78718,0.0001,23,40099,0.0006,6,39188,0.0002,11,78729,0.0001,584603,21600,27.06,261,94988976,10491291,9.05,8751232,10839029,0.81,0,0,0,0,13,2523,0.0052,16,2523,0.0063,0,1,0.0024,0,412,0,0,412,0,5,193,568,0.01,0.0008
132658_WATAUGA,24,48762,38,13.67444444,5,48762,0.0001,69,89183,0.0008,9.926708956,89183,0.0001,9,45247,0.0002,2,44179,0,5,89188,0.0001,669812,21600,31.01,302,122003472,20317608,6,10763544,12445240,0.86,0,0,0,0,18,2820,0.0064,18,2820,0.0064,0,0,0,2,485,0.0041,1,485,0.0021,6,223,759,0.01,0.0008
132658_WATAUGA,24,51756,52,15.29111111,5,51756,0.0001,91,95239,0.001,5.921257563,95239,0.0001,8,48231,0.0002,5,47055,0.0001,12,95251,0.0001,703273,21600,32.56,300,97577048,15711249,6.21,12202848,13906611,0.88,4,0.0056,2,0.0034,15,2863,0.0052,19,2863,0.0066,0,0,0,1,539,0.0019,0,539,0,11,262,819,0.01,0.001
132658_WATAUGA,24,53569,57,11.86666667,7,53569,0.0001,99,99204,0.001,7.917262257,99204,0.0001,14,50425,0.0003,5,49247,0.0001,5,99209,0.0001,687883,21600,31.85,301,86620128,11717782,7.39,15421000,14263590,1.08,1,0.0017,1,0.0019,10,2567,0.0039,13,2567,0.0051,0,0,0,1,389,0.0026,0,389,0,8,213,557,0,0.0011
132658_WATAUGA,24,51824,87,11.26444444,3,51824,0.0001,150,97598,0.0015,0,97598,0,10,49526,0.0002,0,48364,0,2,97600,0,598778,21600,27.72,284,70182368,10540300,6.66,12979328,12750482,1.02,0,0,0,0,12,1962,0.0061,13,1962,0.0066,0,0,0,2,351,0.0057,0,351,0,3,161,294,0,0.0017
132658_WATAUGA,24,47917,58,7.978888889,8,47917,0.0002,95,90278,0.0011,5.881225808,90278,0.0001,4,45964,0.0001,3,44940,0.0001,8,90284,0.0001,581803,21600,26.94,254,81848432,12264618,6.67,13693624,12577159,1.09,0,0,0,0,7,1598,0.0044,8,1598,0.005,0,1,0.004,1,250,0.004,0,250,0,2,130,189,0,0.0012
132658_WATAUGA,24,43549,61,7.225555556,9,43549,0.0002,103,83223,0.0012,7.937829173,83223,0.0001,5,42086,0.0001,4,41131,0.0001,9,83230,0.0001,577519,21600,26.74,259,79452880,15328978,5.18,12283608,13674227,0.9,0,0,0,0,8,1202,0.0067,10,1202,0.0083,0,0,0,0,178,0,0,178,0,4,116,206,0,0.0014
132658_WATAUGA,24,38603,57,7.5,5,38603,0.0001,105,75111,0.0014,16.07002282,75111,0.0002,11,37822,0.0003,4,37005,0.0001,9,75120,0.0001,477957,21600,22.13,225,80925136,10162535,7.96,10380440,11204254,0.93,0,0,0,0,5,603,0.0083,5,603,0.0083,0,0,0,0,89,0,0,89,0,1,82,81,0,0.0015
132658_WATAUGA,24,33326,61,2.875555556,25,33326,0.0008,119,65712,0.0018,54.90964882,65712,0.0008,11,33020,0.0003,1,32367,0,3,65711,0,375604,21600,17.39,188,61055376,4933835,12.37,4323552,6265896,0.69,0,0,0,0,1,224,0.0045,1,224,0.0045,0,0,0,2,40,0.05,2,40,0.05,1,51,24,0,0.0018
132658_WATAUGA,24,29286,13,1.394444444,4,29286,0.0001,23,57451,0.0004,8.214459598,57451,0.0001,12,29074,0.0004,0,28581,0,0,57449,0,307960,21600,14.26,171,46923992,2942416,15.95,2992384,2643647,1.13,0,0,0,0,2,168,0.0119,2,168,0.0119,0,0,0,0,16,0,0,16,0,0,24,10,0,0.0004
132658_WATAUGA,24,27230,11,2,2,27230,0.0001,19,53356,0.0004,4.981193714,53356,0.0001,7,27028,0.0003,0,26546,0,2,53358,0,281294,21600,13.02,136,24559144,1516567,16.19,2359408,2779432,0.85,0,0,0,0,1,97,0.0103,1,97,0.0103,0,0,0,0,11,0,0,11,0,0,15,8,0,0.0004
132658_WATAUGA,24,26222,9,2.008888889,3,26222,0.0001,17,51217,0.0003,6.06373621,51217,0.0001,15,26147,0.0006,2,25643,0.0001,4,51221,0.0001,261614,21600,12.11,137,29294544,1463043,20.02,2861656,2665687,1.07,0,0,0,0,0,57,0,0,57,0,0,0,0,0,3,0,0,3,0,0,16,6,0,0.0003
132658_WATAUGA,24,25277,10,1.256666667,0,25277,0,19,49374,0.0004,3,49374,0.0001,8,25164,0.0003,1,24650,0,0,49374,0,264674,21600,12.25,137,26155136,1802626,14.51,3467936,3391730,1.02,0,0,0,0,0,63,0,0,63,0,0,0,0,0,13,0,0,13,0,0,21,5,0,0.0004
132658_WATAUGA,24,24838,7,1.196666667,0,24838,0,10,48544,0.0002,0.026582278,48544,0,10,24759,0.0004,1,24206,0,2,48546,0,256272,21600,11.86,129,29207816,1578985,18.5,1590136,2024191,0.79,0,0,0,0,1,99,0.0101,1,99,0.0101,0,0,0,0,4,0,0,4,0,0,14,4,0,0.0003
132658_WATAUGA,24,25572,15,1.455555556,0,25572,0,24,49667,0.0005,0,49667,0,4,25324,0.0002,0,24675,0,3,49670,0.0001,260476,21600,12.06,136,28043664,1708011,16.42,2119544,2296205,0.92,0,0,0,0,0,197,0,0,197,0,0,0,0,0,8,0,0,8,0,0,20,10,0,0.0006
132658_WATAUGA,24,30021,22,1.748888889,3,30021,0.0001,41,57484,0.0007,7.957898137,57484,0.0001,11,29223,0.0004,5,28412,0.0002,8,57490,0.0001,324043,21600,15,171,37603096,2763824,13.61,2917128,3436573,0.85,0,0,0,0,2,675,0.003,2,675,0.003,0,0,0,0,53,0,0,53,0,0,45,61,0.01,0.0007
132658_WATAUGA,24,33434,51,4.955555556,2,33434,0.0001,82,62115,0.0013,1.75845624,62115,0,3,31848,0.0001,2,30866,0.0001,3,62118,0,395854,21600,18.33,199,44281624,3828272,11.57,4516240,4715279,0.96,0,0,0,0,3,1411,0.0021,3,1411,0.0021,0,0,0,0,136,0,0,136,0,2,102,197,0.01,0.0015
132658_WATAUGA,24,31712,37,6.968888889,8,31712,0.0003,59,58969,0.001,8.998543464,58969,0.0002,11,30199,0.0004,2,29315,0.0001,7,58976,0.0001,409658,21600,18.97,200,45812176,3837538,11.94,5112176,5233258,0.98,0,0,0,0,6,1315,0.0046,7,1315,0.0053,0,0,0,0,229,0,0,229,0,3,134,230,0,0.0012
132658_WATAUGA,24,31059,25,7.608888889,2,31059,0.0001,46,57414,0.0008,3.018067227,57414,0.0001,10,29616,0.0003,1,28744,0,1,57413,0,406165,21600,18.8,194,39451048,3032948,13.01,4149408,5039452,0.82,1,0.0031,1,0.0036,4,1249,0.0032,7,1249,0.0056,0,1,0.0032,0,309,0,0,309,0,1,157,286,0,0.0008
132658_WATAUGA,24,30883,30,9.487777778,5,30883,0.0002,59,57646,0.001,10.92297434,57646,0.0002,6,29511,0.0002,8,28676,0.0003,15,57661,0.0003,421078,21600,19.49,200,55710376,5566985,10.01,5501152,5842114,0.94,1,0.0046,1,0.0047,9,1278,0.007,11,1278,0.0086,0,0,0,0,295,0,0,295,0,2,154,275,0,0.001
132658_WATAUGA,24,33390,29,12.06555556,2,33390,0.0001,53,61778,0.0009,3.97877417,61778,0.0001,8,31614,0.0003,3,30749,0.0001,5,61783,0.0001,471156,21600,21.81,215,64907416,6525976,9.95,6794608,7419879,0.92,0,0,0,0,5,1651,0.003,7,1651,0.0042,0,0,0,0,278,0,0,278,0,3,167,364,0,0.0009
132658_WATAUGA,24,34169,66,11.32555556,6,34169,0.0002,116,63354,0.0018,7.780705711,63354,0.0001,8,32304,0.0002,2,31335,0.0001,6,63360,0.0001,475657,21600,22.02,221,68148024,7142249,9.54,8167480,8468331,0.96,2,0.0066,3,0.0102,13,1689,0.0077,15,1689,0.0089,0,0,0,1,307,0.0033,0,307,0,1,175,350,0,0.0019
132658_WATAUGA,24,37762,26,8.563333333,5,37762,0.0001,46,70275,0.0007,6.008251369,70275,0.0001,6,35756,0.0002,4,34769,0.0001,9,70284,0.0001,525137,21600,24.31,232,57920488,6558335,8.83,5721176,7115158,0.8,1,0.0037,1,0.0038,11,1838,0.006,14,1838,0.0076,0,0,0,0,329,0,0,329,0,5,183,413,0,0.0007
132658_WATAUGA,24,35716,29,11.61444444,7,35716,0.0002,50,65875,0.0008,7.173809812,65875,0.0001,16,33711,0.0005,3,32792,0.0001,5,65878,0.0001,508302,21600,23.53,242,63254152,6311141,10.02,7345608,8687516,0.85,0,0,0,0,14,1707,0.0082,16,1707,0.0094,0,1,0.0031,1,310,0.0032,0,310,0,3,196,354,0,0.0008
132658_WATAUGA,24,39959,30,9.555555556,6,39959,0.0002,44,73192,0.0006,4.007839969,73192,0.0001,10,37468,0.0003,3,36455,0.0001,5,73197,0.0001,535288,21600,24.78,232,78047088,12568774,6.21,7458176,10440889,0.71,1,0.0022,1,0.0025,12,2147,0.0056,17,2147,0.0079,0,0,0,2,360,0.0056,1,360,0.0028,3,190,485,0.01,0.0008
132658_WATAUGA,24,43093,42,11.23444444,8,43093,0.0002,77,79067,0.001,11.53434919,79067,0.0001,12,40141,0.0003,3,39167,0.0001,8,79075,0.0001,603787,21600,27.95,260,88175712,13418003,6.57,9426744,11251221,0.84,0,0,0,0,15,2413,0.0062,20,2413,0.0083,0,2,0.0043,2,449,0.0045,0,449,0,5,209,604,0.01,0.001
132658_WATAUGA,24,49330,80,12.50444444,11,49330,0.0002,132,90870,0.0015,8.927902213,90870,0.0001,29,46053,0.0006,5,44883,0.0001,8,90878,0.0001,668152,21600,30.93,286,83843152,11450532,7.32,10127784,12348360,0.82,0,0,0,0,5,2646,0.0019,10,2646,0.0038,0,0,0,1,486,0.0021,0,486,0,9,254,738,0.01,0.0016
132658_WATAUGA,18,39258,35,12.01444444,10,39258,0.0003,70,72453,0.001,24.63713195,72453,0.0003,11,36789,0.0003,3,35932,0.0001,6,72459,0.0001,528996,16200,32.65,291,74175776,12004909,6.18,8260408,9785744,0.84,0,0,0,0,15,2027,0.0074,16,2027,0.0079,0,0,0,1,368,0.0027,0,368,0,10,203,546,0.01,0.0009
132658_WATAUGA,24,47973,35,10.67,6,47973,0.0001,60,89946,0.0007,7.714327753,89946,0.0001,9,45651,0.0002,4,44608,0.0001,4,89950,0,656898,21600,30.41,293,120692136,21174468,5.7,10093904,13731784,0.74,1,0.0021,1,0.0024,5,1789,0.0028,6,1789,0.0034,0,0,0,0,326,0,0,326,0,4,207,431,0,0.0007
132658_WATAUGA,24,46348,44,9.544444444,9,46348,0.0002,82,87593,0.0009,24.57983527,87593,0.0003,6,44542,0.0001,4,43405,0.0001,8,87601,0.0001,609342,21600,28.21,256,78819984,15048785,5.24,9770776,11839904,0.83,2,0.006,2,0.0065,13,1426,0.0091,15,1426,0.0105,0,0,0,0,228,0,0,228,0,3,170,330,0,0.0009
132658_WATAUGA,24,41662,59,10.87666667,8,41662,0.0002,103,79789,0.0013,14.72000654,79789,0.0002,3,40423,0.0001,2,39349,0.0001,3,79791,0,556131,21600,25.75,242,82572176,15840436,5.21,10082664,12990754,0.78,0,0,0,0,6,952,0.0063,6,952,0.0063,0,0,0,0,172,0,0,172,0,3,135,203,0,0.0014
132658_WATAUGA,24,37509,43,6.288888889,2,37509,0.0001,94,72498,0.0013,24.94868332,72498,0.0003,5,36768,0.0001,2,35900,0.0001,4,72502,0.0001,484974,21600,22.45,228,85230984,11273569,7.56,7727544,10088207,0.77,1,0.0056,2,0.0128,4,584,0.0068,4,584,0.0068,0,0,0,0,98,0,0,98,0,3,85,70,0,0.0011
132658_WATAUGA,24,32827,31,3.618888889,2,32827,0.0001,69,63712,0.0011,16.99106996,63712,0.0003,3,32368,0.0001,0,31638,0,0,63712,0,359299,21600,16.63,183,61309312,5691400,10.77,4722608,5889300,0.8,0,0,0,0,1,313,0.0032,1,313,0.0032,0,0,0,0,34,0,0,34,0,0,48,38,0,0.0009
132658_WATAUGA,18,20621,19,2.464444444,3,20621,0.0001,30,40264,0.0007,7.979041916,40264,0.0002,1,20473,0,3,20068,0.0001,6,40270,0.0001,228544,16200,14.11,155,47474928,4434391,10.71,3070512,3492392,0.88,0,0,0,0,0,113,0,0,113,0,0,0,0,0,13,0,0,13,0,0,28,7,0,0.0009
132658_WATAUGA,24,24391,14,1.475555556,3,24391,0.0001,23,47680,0.0005,2,47680,0,0,24284,0,0,23786,0,0,47678,0,249682,21600,11.56,128,38643496,3569302,10.83,2460400,2765074,0.89,0,0,0,0,0,79,0,0,79,0,0,0,0,0,5,0,0,5,0,0,15,1,0,0.0006
132658_WATAUGA,24,23535,10,1.751111111,0,23535,0,14,45626,0.0003,3.98505604,45626,0.0001,5,23451,0.0002,0,22844,0,2,45628,0,224298,21600,10.38,122,17707080,911286,19.43,1550664,1203160,1.29,0,0,0,0,0,63,0,0,63,0,0,0,0,0,12,0,0,12,0,0,20,3,0,0.0004
